           2  0.318309873    
           3  0.238732412    
           4  0.202642351    
           5  0.189977214    
           6  0.193509191    
           7  0.211650684    
           8  0.246383548    
           9  0.303167254    
          10  0.392131597    
          11  0.530756235    
          12  0.748916149    
          13   1.09814215    
          14   1.66871190    
          15   2.62162137    
          16   4.24933958    
          17   7.09314728    
          18   12.1734610    
          19   21.4492817    
          20   38.7493286    
          21   71.6889420    
          22   135.677246    
          23   262.421906    
          24   518.248840    
          25   1044.14355    
          26   2144.52856    
          27   4486.87646    
          28   9556.74414    
