t,theta
   0.0000000000000000      ,  0.14000000000000001     
   9.9999997764825821E-003 ,  0.14000000000000001     
   1.9999999552965164E-002 ,  0.13998600000062586     
   2.9999999329447746E-002 ,  0.13995800000187755     
   3.9999999105930328E-002 ,  0.13991600140375499     
   4.9999998882412910E-002 ,  0.13986000700625789     
   5.9999998658895493E-002 ,  0.13979002100924590     
   6.9999998435378075E-002 ,  0.13970604901215850     
   7.9999998211860657E-002 ,  0.13960809801359508     
   8.9999997988343239E-002 ,  0.13949617641075499     
   9.9999997764825821E-002 ,  0.13937029399873763     
  0.10999999754130840      ,  0.13923046196970279     
  0.11999999731779099      ,  0.13907669291189109     
  0.12999999709427357      ,  0.13890900080850485     
  0.13999999687075615      ,  0.13872740103644912     
  0.14999999664723873      ,  0.13853191036493354     
  0.15999999642372131      ,  0.13832254695393445     
  0.16999999620020390      ,  0.13809933035251817     
  0.17999999597668648      ,  0.13786228149702484     
  0.18999999575316906      ,  0.13761142270911361     
  0.19999999552965164      ,  0.13734677769366896     
  0.20999999530613422      ,  0.13706837153656859     
  0.21999999508261681      ,  0.13677623070231282     
  0.22999999485909939      ,  0.13647038303151615     
  0.23999999463558197      ,  0.13615085773826069     
  0.24999999441206455      ,  0.13581768540731215     
  0.25999999418854713      ,  0.13547089799119841     
  0.26999999396502972      ,  0.13511052880715110     
  0.27999999374151230      ,  0.13473661253391028     
  0.28999999351799488      ,  0.13434918520839273     
  0.29999999329447746      ,  0.13394828422222410     
  0.30999999307096004      ,  0.13353394831813523     
  0.31999999284744263      ,  0.13310621758622293     
  0.32999999262392521      ,  0.13266513346007575     
  0.33999999240040779      ,  0.13221073871276498     
  0.34999999217689037      ,  0.13174307745270125     
  0.35999999195337296      ,  0.13126219511935730     
  0.36999999172985554      ,  0.13076813847885702     
  0.37999999150633812      ,  0.13026095561943157     
  0.38999999128282070      ,  0.12974069594674281     
  0.39999999105930328      ,  0.12920741017907442     
  0.40999999083578587      ,  0.12866115034239134     
  0.41999999061226845      ,  0.12810196976526797     
  0.42999999038875103      ,  0.12752992307368552     
  0.43999999016523361      ,  0.12694506618569920     
  0.44999998994171619      ,  0.12634745630597560     
  0.45999998971819878      ,  0.12573715192020093     
  0.46999998949468136      ,  0.12511421278936050     
  0.47999998927116394      ,  0.12447869994389012     
  0.48999998904764652      ,  0.12383067567770011     
  0.49999998882412910      ,  0.12317020354207217     
  0.50999998860061169      ,  0.12249734833943003     
  0.51999998837709427      ,  0.12181217611698429     
  0.52999998815357685      ,  0.12111475416025222     
  0.53999998793005943      ,  0.12040515098645299     
  0.54999998770654202      ,  0.11968343633777917     
  0.55999998748302460      ,  0.11894968117454495     
  0.56999998725950718      ,  0.11820395766821198     
  0.57999998703598976      ,  0.11744633919429330     
  0.58999998681247234      ,  0.11667690032513621     
  0.59999998658895493      ,  0.11589571682258472     
  0.60999998636543751      ,  0.11510286563052230     
  0.61999998614192009      ,  0.11429842486729572     
  0.62999998591840267      ,  0.11348247381802064     
  0.63999998569488525      ,  0.11265509292676978     
  0.64999998547136784      ,  0.11181636378864443     
  0.65999998524785042      ,  0.11096636914173000     
  0.66999998502433300      ,  0.11010519285893657     
  0.67999998480081558      ,  0.10923291993972502     
  0.68999998457729816      ,  0.10834963650171979     
  0.69999998435378075      ,  0.10745542977220890     
  0.70999998413026333      ,  0.10655038807953220     
  0.71999998390674591      ,  0.10563460084435863     
  0.72999998368322849      ,  0.10470815857085343     
  0.73999998345971107      ,  0.10377115283773602     
  0.74999998323619366      ,  0.10282367628922962     
  0.75999998301267624      ,  0.10186582262590332     
  0.76999998278915882      ,  0.10089768659540777     
  0.77999998256564140      ,   9.9919363983104983E-002
  0.78999998234212399      ,   9.8930951602593714E-002
  0.79999998211860657      ,   9.7932547286130808E-002
  0.80999998189508915      ,   9.6924249874949894E-002
  0.81999998167157173      ,   9.5906159209478162E-002
  0.82999998144805431      ,   9.4878376119452226E-002
  0.83999998122453690      ,   9.3841002413934074E-002
  0.84999998100101948      ,   9.2794140871228115E-002
  0.85999998077750206      ,   9.1737895228700267E-002
  0.86999998055398464      ,   9.0672370172500114E-002
  0.87999998033046722      ,   8.9597671327187198E-002
  0.88999998010694981      ,   8.8513905245262370E-002
  0.89999997988343239      ,   8.7421179396605347E-002
  0.90999997965991497      ,   8.6319602157819489E-002
  0.91999997943639755      ,   8.5209282801484779E-002
  0.92999997921288013      ,   8.4090331485320163E-002
  0.93999997898936272      ,   8.2962859241256307E-002
  0.94999997876584530      ,   8.1826977964419831E-002
  0.95999997854232788      ,   8.0682800402030103E-002
  0.96999997831881046      ,   7.9530440142209738E-002
  0.97999997809529305      ,   7.8370011602709844E-002
  0.98999997787177563      ,   7.7201630019551257E-002
  0.99999997764825821      ,   7.6025411435582738E-002
   1.0099999774247408      ,   7.4841472688957383E-002
