t,e_ec
   0.0000000000000000      ,  0.93965572373833151     
   9.9999997764825821E-003 ,  0.93956222817212365     
   1.9999999552965164E-002 ,  0.93946939326472301     
   2.9999999329447746E-002 ,  0.93937725541362793     
   3.9999999105930328E-002 ,  0.93928585037120182     
   4.9999998882412910E-002 ,  0.93919521323217103     
   5.9999998658895493E-002 ,  0.93910537842189479     
   6.9999998435378075E-002 ,  0.93901637968552520     
   7.9999998211860657E-002 ,  0.93892825007804626     
   8.9999997988343239E-002 ,  0.93884102195505115     
   9.9999997764825821E-002 ,  0.93875472696445483     
  0.10999999754130840      ,  0.93866939603905641     
  0.11999999731779099      ,  0.93858505938983305     
  0.12999999709427357      ,  0.93850174650013407     
  0.13999999687075615      ,  0.93841948612069948     
  0.14999999664723873      ,  0.93833830626548442     
  0.15999999642372131      ,  0.93825823420820487     
  0.16999999620020390      ,  0.93817929647980458     
  0.17999999597668648      ,  0.93810151886655635     
  0.18999999575316906      ,  0.93802492640906976     
  0.19999999552965164      ,  0.93794954340191672     
  0.20999999530613422      ,  0.93787539339409165     
  0.21999999508261681      ,  0.93780249919010406     
  0.22999999485909939      ,  0.93773088285184081     
  0.23999999463558197      ,  0.93766056570108314     
  0.24999999441206455      ,  0.93759156832264379     
  0.25999999418854713      ,  0.93752391056825213     
  0.26999999396502972      ,  0.93745761156094232     
  0.27999999374151230      ,  0.93739268970007961     
  0.28999999351799488      ,  0.93732916266704847     
  0.29999999329447746      ,  0.93726704743137468     
  0.30999999307096004      ,  0.93720636025742332     
  0.31999999284744263      ,  0.93714711671163653     
  0.32999999262392521      ,  0.93708933167020003     
  0.33999999240040779      ,  0.93703301932723970     
  0.34999999217689037      ,  0.93697819320334497     
  0.35999999195337296      ,  0.93692486615457438     
  0.36999999172985554      ,  0.93687305038184843     
  0.37999999150633812      ,  0.93682275744061316     
  0.38999999128282070      ,  0.93677399825092200     
  0.39999999105930328      ,  0.93672678310775359     
  0.40999999083578587      ,  0.93668112169161799     
  0.41999999061226845      ,  0.93663702307939878     
  0.42999999038875103      ,  0.93659449575542753     
  0.43999999016523361      ,  0.93655354762270715     
  0.44999998994171619      ,  0.93651418601432967     
  0.45999998971819878      ,  0.93647641770500978     
  0.46999998949468136      ,  0.93644024892270950     
  0.47999998927116394      ,  0.93640568536034630     
  0.48999998904764652      ,  0.93637273218756634     
  0.49999998882412910      ,  0.93634139406249450     
  0.50999998860061169      ,  0.93631167514353786     
  0.51999998837709427      ,  0.93628357910109472     
  0.52999998815357685      ,  0.93625710912921323     
  0.53999998793005943      ,  0.93623226795725056     
  0.54999998770654202      ,  0.93620905786127651     
  0.55999998748302460      ,  0.93618748067546198     
  0.56999998725950718      ,  0.93616753780327011     
  0.57999998703598976      ,  0.93614923022841234     
  0.58999998681247234      ,  0.93613255852570676     
  0.59999998658895493      ,  0.93611752287160832     
  0.60999998636543751      ,  0.93610412305454826     
  0.61999998614192009      ,  0.93609235848496275     
  0.62999998591840267      ,  0.93608222820508180     
  0.63999998569488525      ,  0.93607373089835066     
  0.64999998547136784      ,  0.93606686489856816     
  0.65999998524785042      ,  0.93606162819865957     
  0.66999998502433300      ,  0.93605801845909620     
  0.67999998480081558      ,  0.93605603301592621     
  0.68999998457729816      ,  0.93605566888843139     
  0.69999998435378075      ,  0.93605692278635777     
  0.70999998413026333      ,  0.93605979111674298     
  0.71999998390674591      ,  0.93606426999030101     
  0.72999998368322849      ,  0.93607035522741278     
  0.73999998345971107      ,  0.93607804236357728     
  0.74999998323619366      ,  0.93608732665447059     
  0.75999998301267624      ,  0.93609820308056246     
  0.76999998278915882      ,  0.93611066635117679     
  0.77999998256564140      ,  0.93612471090816718     
  0.78999998234212399      ,  0.93614033092903193     
  0.79999998211860657      ,  0.93615752032960142     
  0.80999998189508915      ,  0.93617627276620774     
  0.81999998167157173      ,  0.93619658163740760     
  0.82999998144805431      ,  0.93621844008519806     
  0.83999998122453690      ,  0.93624184099568797     
  0.84999998100101948      ,  0.93626677699941674     
  0.85999998077750206      ,  0.93629324047112017     
  0.86999998055398464      ,  0.93632122352899727     
  0.87999998033046722      ,  0.93635071803355197     
  0.88999998010694981      ,  0.93638171558604000     
  0.89999997988343239      ,  0.93641420752630311     
  0.90999997965991497      ,  0.93644818493034232     
  0.91999997943639755      ,  0.93648363860734318     
  0.92999997921288013      ,  0.93652055909632770     
  0.93999997898936272      ,  0.93655893666240753     
  0.94999997876584530      ,  0.93659876129259689     
  0.95999997854232788      ,  0.93664002269134072     
  0.96999997831881046      ,  0.93668271027560224     
  0.97999997809529305      ,  0.93672681316959561     
  0.98999997787177563      ,  0.93677232019926959     
  0.99999997764825821      ,  0.93681921988644667     
   1.0099999774247408      ,  0.93686750044258993     
   1.0199999772012234      ,  0.93691714976245599     
   1.0299999769777060      ,  0.93696815541734912     
   1.0399999767541885      ,  0.93702050464822761     
   1.0499999765306711      ,  0.93707418435859857     
   1.0599999763071537      ,  0.93712918110717325     
   1.0699999760836363      ,  0.93718548110043620     
   1.0799999758601189      ,  0.93724307018501540     
   1.0899999756366014      ,  0.93730193383993754     
   1.0999999754130840      ,  0.93736205716886223     
   1.1099999751895666      ,  0.93742342489215680     
   1.1199999749660492      ,  0.93748602133901393     
   1.1299999747425318      ,  0.93754983043946938     
   1.1399999745190144      ,  0.93761483571651993     
   1.1499999742954969      ,  0.93768102027822808     
   1.1599999740719795      ,  0.93774836680985862     
   1.1699999738484621      ,  0.93781685756620947     
   1.1799999736249447      ,  0.93788647436396766     
   1.1899999734014273      ,  0.93795719857418591     
   1.1999999731779099      ,  0.93802901111509118     
   1.2099999729543924      ,  0.93810189244487618     
   1.2199999727308750      ,  0.93817582255485044     
   1.2299999725073576      ,  0.93825078096283565     
   1.2399999722838402      ,  0.93832674670676419     
   1.2499999720603228      ,  0.93840369833863968     
   1.2599999718368053      ,  0.93848161391881679     
   1.2699999716132879      ,  0.93856047101059259     
   1.2799999713897705      ,  0.93864024667525914     
   1.2899999711662531      ,  0.93872091746744002     
   1.2999999709427357      ,  0.93880245943096585     
   1.3099999707192183      ,  0.93888484809509898     
   1.3199999704957008      ,  0.93896805847133546     
   1.3299999702721834      ,  0.93905206505061201     
   1.3399999700486660      ,  0.93913684180105539     
   1.3499999698251486      ,  0.93922236216628019     
   1.3599999696016312      ,  0.93930859906424868     
   1.3699999693781137      ,  0.93939552488665490     
   1.3799999691545963      ,  0.93948311149899322     
   1.3899999689310789      ,  0.93957133024115214     
   1.3999999687075615      ,  0.93966015192866303     
   1.4099999684840441      ,  0.93974954685462642     
   1.4199999682605267      ,  0.93983948479227064     
   1.4299999680370092      ,  0.93992993499814226     
   1.4399999678134918      ,  0.94002086621609504     
   1.4499999675899744      ,  0.94011224668185778     
   1.4599999673664570      ,  0.94020404412834135     
   1.4699999671429396      ,  0.94029622579176653     
   1.4799999669194221      ,  0.94038875841835923     
   1.4899999666959047      ,  0.94048160827186311     
   1.4999999664723873      ,  0.94057474114182682     
   1.5099999662488699      ,  0.94066812235258312     
   1.5199999660253525      ,  0.94076171677296905     
   1.5299999658018351      ,  0.94085548882683845     
   1.5399999655783176      ,  0.94094940250430659     
   1.5499999653548002      ,  0.94104342137377406     
   1.5599999651312828      ,  0.94113750859463929     
   1.5699999649077654      ,  0.94123162693086537     
   1.5799999646842480      ,  0.94132573876520653     
   1.5899999644607306      ,  0.94141980611416931     
   1.5999999642372131      ,  0.94151379064384566     
   1.6099999640136957      ,  0.94160765368628940     
   1.6199999637901783      ,  0.94170135625673856     
   1.6299999635666609      ,  0.94179485907152560     
   1.6399999633431435      ,  0.94188812256668064     
   1.6499999631196260      ,  0.94198110691718995     
   1.6599999628961086      ,  0.94207377205701037     
   1.6699999626725912      ,  0.94216607769964522     
   1.6799999624490738      ,  0.94225798335947619     
   1.6899999622255564      ,  0.94234944837360035     
   1.6999999620020390      ,  0.94244043192441063     
   1.7099999617785215      ,  0.94253089306265270     
   1.7199999615550041      ,  0.94262079073112526     
   1.7299999613314867      ,  0.94271008378889654     
   1.7399999611079693      ,  0.94279873103607703     
   1.7499999608844519      ,  0.94288669123907320     
   1.7599999606609344      ,  0.94297392315629880     
   1.7699999604374170      ,  0.94306038556445515     
   1.7799999602138996      ,  0.94314603728506741     
   1.7899999599903822      ,  0.94323083721156942     
   1.7999999597668648      ,  0.94331474433671458     
   1.8099999595433474      ,  0.94339771778028847     
   1.8199999593198299      ,  0.94347971681722120     
   1.8299999590963125      ,  0.94356070090593602     
   1.8399999588727951      ,  0.94364062971694951     
   1.8499999586492777      ,  0.94371946316170929     
   1.8599999584257603      ,  0.94379716142167991     
   1.8699999582022429      ,  0.94387368497744462     
   1.8799999579787254      ,  0.94394899463811865     
   1.8899999577552080      ,  0.94402305157072330     
   1.8999999575316906      ,  0.94409581732967651     
   1.9099999573081732      ,  0.94416725388627043     
   1.9199999570846558      ,  0.94423732365820223     
   1.9299999568611383      ,  0.94430598953902578     
   1.9399999566376209      ,  0.94437321492750903     
   1.9499999564141035      ,  0.94443896375691361     
   1.9599999561905861      ,  0.94450320052413339     
   1.9699999559670687      ,  0.94456589031855609     
   1.9799999557435513      ,  0.94462699885088808     
   1.9899999555200338      ,  0.94468649248151082     
   1.9999999552965164      ,  0.94474433824874016     
   2.0099999550729990      ,  0.94480050389663484     
   2.0199999548494816      ,  0.94485495790250151     
   2.0299999546259642      ,  0.94490766950401184     
   2.0399999544024467      ,  0.94495860872585347     
   2.0499999541789293      ,  0.94500774640599072     
   2.0599999539554119      ,  0.94505505422133373     
   2.0699999537318945      ,  0.94510050471298535     
   2.0799999535083771      ,  0.94514407131087630     
   2.0899999532848597      ,  0.94518572835779147     
   2.0999999530613422      ,  0.94522545113283141     
   2.1099999528378248      ,  0.94526321587417250     
   2.1199999526143074      ,  0.94529899980116627     
   2.1299999523907900      ,  0.94533278113575259     
   2.1399999521672726      ,  0.94536453912308893     
   2.1499999519437551      ,  0.94539425405144373     
   2.1599999517202377      ,  0.94542190727127418     
   2.1699999514967203      ,  0.94544748121353894     
   2.1799999512732029      ,  0.94547095940710568     
   2.1899999510496855      ,  0.94549232649531545     
   2.1999999508261681      ,  0.94551156825167848     
   2.2099999506026506      ,  0.94552867159464027     
   2.2199999503791332      ,  0.94554362460141728     
   2.2299999501556158      ,  0.94555641652089384     
   2.2399999499320984      ,  0.94556703778554529     
   2.2499999497085810      ,  0.94557548002237435     
   2.2599999494850636      ,  0.94558173606285023     
   2.2699999492615461      ,  0.94558579995181080     
   2.2799999490380287      ,  0.94558766695541085     
   2.2899999488145113      ,  0.94558733356792934     
   2.2999999485909939      ,  0.94558479751759239     
   2.3099999483674765      ,  0.94558005777130938     
   2.3199999481439590      ,  0.94557311453837845     
   2.3299999479204416      ,  0.94556396927304465     
   2.3399999476969242      ,  0.94555262467607915     
   2.3499999474734068      ,  0.94553908469514236     
   2.3599999472498894      ,  0.94552335452423153     
   2.3699999470263720      ,  0.94550544060186614     
   2.3799999468028545      ,  0.94548535060830208     
   2.3899999465793371      ,  0.94546309346160173     
   2.3999999463558197      ,  0.94543867931270142     
   2.4099999461323023      ,  0.94541211953924720     
   2.4199999459087849      ,  0.94538342673855524     
   2.4299999456852674      ,  0.94535261471932719     
   2.4399999454617500      ,  0.94531969849241948     
   2.4499999452382326      ,  0.94528469426051087     
   2.4599999450147152      ,  0.94524761940680446     
   2.4699999447911978      ,  0.94520849248256911     
   2.4799999445676804      ,  0.94516733319383905     
   2.4899999443441629      ,  0.94512416238697339     
   2.4999999441206455      ,  0.94507900203333595     
   2.5099999438971281      ,  0.94503187521295484     
   2.5199999436736107      ,  0.94498280609726426     
   2.5299999434500933      ,  0.94493181993091069     
   2.5399999432265759      ,  0.94487894301265563     
   2.5499999430030584      ,  0.94482420267543554     
   2.5599999427795410      ,  0.94476762726548613     
   2.5699999425560236      ,  0.94470924612072094     
   2.5799999423325062      ,  0.94464908954823334     
   2.5899999421089888      ,  0.94458718880105863     
   2.5999999418854713      ,  0.94452357605415216     
   2.6099999416619539      ,  0.94445828437966928     
   2.6199999414384365      ,  0.94439134772154376     
   2.6299999412149191      ,  0.94432280086933418     
   2.6399999409914017      ,  0.94425267943153823     
   2.6499999407678843      ,  0.94418101980824709     
   2.6599999405443668      ,  0.94410785916318718     
   2.6699999403208494      ,  0.94403323539527895     
   2.6799999400973320      ,  0.94395718710968091     
   2.6899999398738146      ,  0.94387975358833054     
   2.6999999396502972      ,  0.94380097476001990     
   2.7099999394267797      ,  0.94372089117018665     
   2.7199999392032623      ,  0.94363954395015626     
   2.7299999389797449      ,  0.94355697478620160     
   2.7399999387562275      ,  0.94347322588822913     
   2.7499999385327101      ,  0.94338833995818394     
   2.7599999383091927      ,  0.94330236015828828     
   2.7699999380856752      ,  0.94321533007901825     
   2.7799999378621578      ,  0.94312729370701343     
   2.7899999376386404      ,  0.94303829539274242     
   2.7999999374151230      ,  0.94294837981823043     
   2.8099999371916056      ,  0.94285759196459129     
   2.8199999369680882      ,  0.94276597707970144     
   2.8299999367445707      ,  0.94267358064574491     
   2.8399999365210533      ,  0.94258044834694721     
   2.8499999362975359      ,  0.94248662603732203     
   2.8599999360740185      ,  0.94239215970860646     
   2.8699999358505011      ,  0.94229709545831319     
   2.8799999356269836      ,  0.94220147945800570     
   2.8899999354034662      ,  0.94210535792183014     
   2.8999999351799488      ,  0.94200877707529573     
   2.9099999349564314      ,  0.94191178312431512     
   2.9199999347329140      ,  0.94181442222465839     
   2.9299999345093966      ,  0.94171674045170450     
   2.9399999342858791      ,  0.94161878377063168     
   2.9499999340623617      ,  0.94152059800698629     
   2.9599999338388443      ,  0.94142222881779070     
   2.9699999336153269      ,  0.94132372166301270     
   2.9799999333918095      ,  0.94122512177764051     
   2.9899999331682920      ,  0.94112647414430406     
   2.9999999329447746      ,  0.94102782346636471     
   3.0099999327212572      ,  0.94092921414168929     
   3.0199999324977398      ,  0.94083069023696619     
   3.0299999322742224      ,  0.94073229546274606     
   3.0399999320507050      ,  0.94063407314902914     
   3.0499999318271875      ,  0.94053606622160457     
   3.0599999316036701      ,  0.94043831717908621     
   3.0699999313801527      ,  0.94034086807061579     
   3.0799999311566353      ,  0.94024376047434599     
   3.0899999309331179      ,  0.94014703547663825     
   3.0999999307096004      ,  0.94005073365206815     
   3.1099999304860830      ,  0.93995489504419749     
   3.1199999302625656      ,  0.93985955914703623     
   3.1299999300390482      ,  0.93976476488750271     
