t,theta,w
   0.0000000000000000      ,  0.13699999997392298      ,   0.0000000000000000     
   4.0000000000000001E-002 ,  0.13678148502489548      ,  -5.4628737256876368E-003
   8.0000000000000002E-002 ,  0.13640036571110417      ,  -9.5279828447824809E-003
  0.12000000000000000      ,  0.13591165576077330      ,  -1.2217748758272064E-002
  0.16000000000000000      ,  0.13536936643649533      ,  -1.3557233106949297E-002
  0.20000000000000001      ,  0.13482640466607779      ,  -1.3574044260438822E-002
  0.23999999999999999      ,  0.13433447501749099      ,  -1.2298241214669988E-002
  0.28000000000000003      ,  0.13394398561992199      ,  -9.7622349392250951E-003
  0.32000000000000001      ,  0.13370395813053756      ,  -6.0006872346108986E-003
  0.35999999999999999      ,  0.13366194184339256      ,  -1.0504071786249522E-003
  0.40000000000000002      ,  0.13386393203303587      ,   5.0497547410829320E-003
  0.44000000000000000      ,  0.13435429262086721      ,   1.2259014695783468E-002
  0.47999999999999998      ,  0.13517568324732751      ,   2.0534765661507859E-002
  0.52000000000000002      ,  0.13636899082773266      ,   2.9832689510128886E-002
  0.56000000000000005      ,  0.13797326566416684      ,   4.0106870910854742E-002
  0.59999999999999998      ,  0.14002566218052093      ,   5.1309912908851965E-002
  0.64000000000000001      ,  0.14256138434266064      ,   6.3393054053492742E-002
  0.68000000000000005      ,  0.14561363582098660      ,   7.6306286958149311E-002
  0.71999999999999997      ,  0.14921357494841528      ,   8.9998478185716810E-002
  0.76000000000000001      ,  0.15339027452314030      ,  0.10441748936812553     
  0.80000000000000004      ,  0.15817068650245447      ,  0.11951029948285447     
  0.83999999999999997      ,  0.16357961163139978      ,  0.13522312822363294     
  0.88000000000000000      ,  0.16963967404799296      ,  0.15150156041482965     
  0.92000000000000004      ,  0.17637130090512088      ,  0.16829067142819776     
  0.95999999999999996      ,  0.18379270704773881      ,  0.18553515356544825     
   1.0000000000000000      ,  0.19191988478251662      ,  0.20317944336944546     
   1.0400000000000000      ,  0.20076659877530426      ,  0.22116784981969081     
   1.0800000000000001      ,  0.21034438610944051      ,  0.23944468335340649     
   1.1200000000000001      ,  0.22066256153469652      ,  0.25795438563140038     
   1.1599999999999999      ,  0.23172822793220421      ,  0.27664165993769235     
   1.2000000000000000      ,  0.24354629201474803      ,  0.29545160206359533     
   1.2400000000000000      ,  0.25611948527398226      ,  0.31432983148085619     
   1.2800000000000000      ,  0.26944839017618855      ,  0.33322262255515683     
   1.3200000000000001      ,  0.28353147159585457      ,  0.35207703549165048     
   1.3600000000000001      ,  0.29836511346143257      ,  0.37084104663945072     
   1.4000000000000001      ,  0.31394366056997536      ,  0.38946367771357016     
   1.4399999999999999      ,  0.33025946550687318      ,  0.40789512342244583     
   1.4800000000000000      ,  0.34730294058362599      ,  0.42608687691881952     
   1.5200000000000000      ,  0.36506261468056489      ,  0.44399185242347267     
   1.5600000000000001      ,  0.38352519485285935      ,  0.46156450430736107     
   1.6000000000000001      ,  0.40267563252727240      ,  0.47876094186032575     
   1.6400000000000001      ,  0.42249719408431341      ,  0.49553903892602524     
   1.6799999999999999      ,  0.44297153558612162      ,  0.51185853754520561     
   1.7200000000000000      ,  0.46407878137511760      ,  0.52768114472489924     
   1.7600000000000000      ,  0.48579760623277313      ,  0.54297062144138808     
   1.8000000000000000      ,  0.50810532075242265      ,  0.55769286299123688     
   1.8400000000000001      ,  0.53097795954556215      ,  0.57181596982848770     
   1.8800000000000001      ,  0.55439037186827700      ,  0.58531030806787121     
   1.9199999999999999      ,  0.57831631422402996      ,  0.59814855889382390     
   1.9600000000000000      ,  0.60272854447174617      ,  0.61030575619290484     
   2.0000000000000000      ,  0.62759891694462888      ,  0.62175931182206856     
   2.0400000000000000      ,  0.65289847806606327      ,  0.63248902803585871     
   2.0800000000000001      ,  0.67859756193486898      ,  0.64247709672014364     
   2.1200000000000001      ,  0.70466588534352081      ,  0.65170808521629497     
   2.1600000000000001      ,  0.73107264169012454      ,  0.66016890866509437     
   2.2000000000000002      ,  0.75778659324817388      ,  0.66784878895123345     
   2.2400000000000002      ,  0.78477616126753014      ,  0.67473920048390534     
   2.2800000000000002      ,  0.81200951339566674      ,  0.68083380320341558     
   2.3199999999999998      ,  0.83945464792985380      ,  0.68612836335467753     
   2.3599999999999999      ,  0.86707947443836164      ,  0.69062066271269518     
   2.3999999999999999      ,  0.89485189032154733      ,  0.69431039707964204     
   2.4399999999999999      ,  0.92273985292135319      ,  0.69719906499514517     
   2.4800000000000000      ,  0.95071144682969189      ,  0.69928984770846669     
   2.5200000000000000      ,  0.97873494609174905      ,  0.70058748155142958     
   2.5600000000000001      ,   1.0067788710486538      ,  0.70109812392261750     
   2.6000000000000001      ,   1.0348120396144760      ,  0.70082921414555410     
   2.6400000000000001      ,   1.0628036128343039      ,  0.69978933049569758     
   2.6800000000000002      ,   1.0907231346224302      ,  0.69798804470315567     
   2.7200000000000002      ,   1.1185405656316501      ,  0.69543577523049827     
   2.7600000000000002      ,   1.1462263112556039      ,  0.69214364059884637     
   2.8000000000000003      ,   1.1737512438152784      ,  0.68812331399186277     
   2.8399999999999999      ,   1.2010867190275998      ,  0.68338688030803429     
   2.8799999999999999      ,   1.2282045868979461      ,  0.67794669675866015     
   2.9199999999999999      ,   1.2550771972189216      ,  0.67181525802438924     
   2.9600000000000000      ,   1.2816773998944924      ,  0.66500506688926808     
   3.0000000000000000      ,   1.3079785403413084      ,  0.65752851117040467     
   3.0400000000000000      ,   1.3339544502475429      ,  0.64939774765585889     
   3.0800000000000001      ,   1.3595794339937632      ,  0.64062459365550739     
