theta,periodo_sim,periodo_int,periodo_apx
  0.81681408993334914      ,   6.5499998535960913      ,   6.5556580019599497      ,   6.5451883451281212     
  0.80110612666540015      ,   6.5399998538196087      ,   6.5448766267845375      ,   6.5352081998216507     
  0.78539816339745117      ,   6.5299998540431261      ,   6.5343367258992702      ,   6.5254218437444305     
  0.76969020012950218      ,   6.5199998542666435      ,   6.5240362439594080      ,   6.5158292768964632     
  0.75398223686155319      ,   6.5099998544901609      ,   6.5139731831913164      ,   6.5064304992777462     
  0.73827427359360420      ,   6.4999998547136784      ,   6.5041456021645860      ,   6.4972255108882830     
  0.72256631032565521      ,   6.4899998549371958      ,   6.4945516146047897      ,   6.4882143117280702     
  0.70685834705770623      ,   6.4799998551607132      ,   6.4851893882452298      ,   6.4793969017971094     
  0.69115038378975724      ,   6.4699998553842306      ,   6.4760571437150896      ,   6.4707732810954015     
  0.67544242052180825      ,   6.4599998556077480      ,   6.4671531534622861      ,   6.4623434496229448     
  0.65973445725385926      ,   6.4499998558312654      ,   6.4584757407077991      ,   6.4541074073797411     
  0.64402649398591028      ,   6.4499998558312654      ,   6.4500232784301739      ,   6.4460651543657876     
  0.62831853071796129      ,   6.4399998560547829      ,   6.4417941883765186      ,   6.4382166905810871     
  0.61261056745001230      ,   6.4299998562783003      ,   6.4337869400976366      ,   6.4305620160256378     
  0.59690260418206331      ,   6.4199998565018177      ,   6.4260000500037968      ,   6.4231011306994397     
  0.58119464091411432      ,   6.4099998567253351      ,   6.4184320804375385      ,   6.4158340346024954     
  0.56548667764616534      ,   6.4099998567253351      ,   6.4110816387590779      ,   6.4087607277348013     
  0.54977871437821635      ,   6.3999998569488525      ,   6.4039473764395085      ,   6.4018812100963602     
  0.53407075111026736      ,   6.3899998571723700      ,   6.3970279881555925      ,   6.3951954816871703     
  0.51836278784231837      ,   6.3899998571723700      ,   6.3903222108787237      ,   6.3887035425072334     
  0.50265482457436939      ,   6.3799998573958874      ,   6.3838288229493800      ,   6.3824053925565467     
  0.48694686130642040      ,   6.3699998576194048      ,   6.3775466431257302      ,   6.3763010318351130     
  0.47123889803847141      ,   6.3699998576194048      ,   6.3714745295921107      ,   6.3703904603429304     
  0.45553093477052242      ,   6.3599998578429222      ,   6.3656113789094819      ,   6.3646736780799991     
  0.43982297150257343      ,   6.3499998580664396      ,   6.3599561248846772      ,   6.3591506850463215     
  0.42411500823462445      ,   6.3499998580664396      ,   6.3545077373275340      ,   6.3538214812418943     
  0.40840704496667546      ,   6.3399998582899570      ,   6.3492652206559832      ,   6.3486860666667209     
  0.39269908169872647      ,   6.3399998582899570      ,   6.3442276122952155      ,   6.3437444413207968     
  0.37699111843077748      ,   6.3299998585134745      ,   6.3393939807977651      ,   6.3389966052041267     
  0.36128315516282850      ,   6.3299998585134745      ,   6.3347634235846053      ,   6.3344425583167077     
  0.34557519189487951      ,   6.3299998585134745      ,   6.3303350641688185      ,   6.3300823006585407     
  0.32986722862693052      ,   6.3199998587369919      ,   6.3261080486662919      ,   6.3259158322296249     
  0.31415926535898153      ,   6.3199998587369919      ,   6.3220815413141889      ,   6.3219431530299621     
  0.29845130209103254      ,   6.3099998589605093      ,   6.3182547185922893      ,   6.3181642630595496     
  0.28274333882308356      ,   6.3099998589605093      ,   6.3146267613478066      ,   6.3145791623183900     
  0.26703537555513457      ,   6.3099998589605093      ,   6.3111968440205199      ,   6.3111878508064825     
  0.25132741228718558      ,   6.2999998591840267      ,   6.3079641195802711      ,   6.3079903285238261     
  0.23561944901923662      ,   6.2999998591840267      ,   6.3049276979854803      ,   6.3049865954704227     
  0.21991148575128766      ,   6.2999998591840267      ,   6.3020866146241037      ,   6.3021766516462696     
  0.20420352248333870      ,   6.2899998594075441      ,   6.2994397828369566      ,   6.2995604970513703     
  0.18849555921538974      ,   6.2899998594075441      ,   6.2969859203638139      ,   6.2971381316857213     
  0.17278759594744078      ,   6.2899998594075441      ,   6.2947234315337068      ,   6.2949095555493253     
  0.15707963267949182      ,   6.2899998594075441      ,   6.2926502112030240      ,   6.2928747686421795     
  0.14137166941154286      ,   6.2899998594075441      ,   6.2907633035024197      ,   6.2910337709642876     
  0.12566370614359390      ,   6.2799998596310616      ,   6.2890582752755444      ,   6.2893865625156460     
  0.10995574287564494      ,   6.2799998596310616      ,   6.2875279883740633      ,   6.2879331432962582     
   9.4247779607695981E-002 ,   6.2799998596310616      ,   6.2861599906954559      ,   6.2866735133061198     
   7.8539816339747021E-002 ,   6.2799998596310616      ,   6.2849303608164329      ,   6.2856076725452352     
   6.2831853071798061E-002 ,   6.2799998596310616      ,   6.2837869909684470      ,   6.2847356210136009     
   4.7123889803849094E-002 ,   6.2799998596310616      ,   6.2825940293388864      ,   6.2840573587112205     
   3.1415926535900127E-002 ,   6.2799998596310616      ,   6.2808770784423942      ,   6.2835728856380904     
