theta,periodo_anl
  0.48694686130642395      ,  0.53155369363156157     
  0.47909287967244946      ,  0.52117746087335826     
  0.47123889803847496      ,  0.51082259762768234     
  0.46338491640450047      ,  0.50048863065690030     
  0.45553093477052597      ,  0.49017509063483383     
  0.44767695313655148      ,  0.47988151204455254     
  0.43982297150257699      ,  0.46960743307787223     
  0.43196898986860249      ,  0.45935239553649665     
  0.42411500823462800      ,  0.44911594473475513     
  0.41626102660065351      ,  0.43889762940388599     
  0.40840704496667901      ,  0.42869700159781604     
  0.40055306333270452      ,  0.41851361660038361     
  0.39269908169873002      ,  0.40834703283396545     
  0.38484510006475553      ,  0.39819681176945831     
  0.37699111843078104      ,  0.38806251783756579     
  0.36913713679680654      ,  0.37794371834135848     
  0.36128315516283205      ,  0.36783998337005391     
  0.35342917352885755      ,  0.35775088571397562     
  0.34557519189488306      ,  0.34767600078065913     
  0.33772121026090857      ,  0.33761490651205800     
  0.32986722862693407      ,  0.32756718330280860     
  0.32201324699295958      ,  0.31753241391952580     
  0.31415926535898508      ,  0.30751018342107972     
  0.30630528372501059      ,  0.29750007907982806     
  0.29845130209103610      ,  0.28750169030375883     
  0.29059732045706160      ,  0.27751460855951787     
  0.28274333882308711      ,  0.26753842729627719     
  0.27488935718911262      ,  0.25757274187041684     
  0.26703537555513812      ,  0.24761714947098443     
  0.25918139392116363      ,  0.23767124904590192     
  0.25132741228718913      ,  0.22773464122888368     
  0.24347343065321464      ,  0.21780692826703862     
  0.23561944901924015      ,  0.20788771394912267     
  0.22776546738526565      ,  0.19797660353441204     
  0.21991148575129116      ,  0.18807320368216654     
  0.21205750411731666      ,  0.17817712238165542     
  0.20420352248334217      ,  0.16828796888271305     
  0.19634954084936768      ,  0.15840535362679883     
  0.18849555921539318      ,  0.14852888817853149     
  0.18064157758141869      ,  0.13865818515766920     
  0.17278759594744419      ,  0.12879285817150843     
  0.16493361431346970      ,  0.11893252174767506     
  0.15707963267949521      ,  0.10907679126727771     
  0.14922565104552071      ,   9.9225282898399186E-002
  0.14137166941154622      ,   8.9377613529898245E-002
  0.13351768777757173      ,   7.9533400705495513E-002
  0.12566370614359723      ,   6.9692262558115406E-002
  0.11780972450962275      ,   5.9853817744461961E-002
  0.10995574287564827      ,   5.0017685379798810E-002
  0.10210176124167379      ,   4.0183484972909488E-002
   9.4247779607699311E-002 ,   3.0350836361211862E-002
   8.6393797973724831E-002 ,   2.0519359646001899E-002
   7.8539816339750351E-002 ,   1.0688675127799863E-002
   7.0685834705775871E-002 ,   8.5840324177539180E-004
   6.2831853071801391E-002 ,  -8.9718355067752963E-003
   5.4977871437826911E-002 ,  -1.8802420606924556E-002
   4.7123889803852431E-002 ,  -2.8633731606606226E-002
   3.9269908169877951E-002 ,  -3.8466148177131648E-002
   3.1415926535903471E-002 ,  -4.8300050177753989E-002
   2.3561944901928988E-002 ,  -5.8135817720306009E-002
   1.5707963267954504E-002 ,  -6.7973831233936979E-002
